wave,CFU4_vnir_63,CFU4_vnir_125_63,CFU4_vnir_250_125,CFU4_vnir_2_250,Cima1_vnir_63,Cima1_vnir_125_63,Cima1_vnir_250_125,Cima1_vnir_500_250,Cima3_vnir_63,Cima3_vnir_125_63,Cima3_vnir_250_125,Cima3_vnir_500_250,CFU1_vnir_63,CFU1_vnir_125_63,CFU1_vnir_250_125,CFU1_vnir_2_250,CFSW_vnir_63,CFSW_vnir_125_63,CFSW_vnir_250_125,CFSW_vnir_2_250,Hei_vnir_63,Hei_vnir_125_63,Hei_vnir_250_125,Hei_vnir_500_250,CFU2_vnir_63,CFU2_vnir_125_63,CFU2_vnir_250_125,CFU2_vnir_2_250,Ves_vnir_63,Ves_vnir_125_63,Ves_vnir_250_125,Ves_vnir_2_250,SS1_vnir_63,SS1_vnir_125_63,SS1_vnir_250_125,SS1_vnir_2_250,SS3_vnir_63,SS3_vnir_125_63,SS3_vnir_250_125,SS3_vnir_2_250,SS2_vnir_63,SS2_vnir_125_63,SS2_vnir_250_125,SS2_vnir_2_250,HLA_vnir_63,HLA_vnir_125_63,HLA_vnir_250_125,HLA_vnir_2_250,R8D1_vnir_63,R8D1_vnir_125_63,R8D1_vnir_250_125,R8D1_vnir_2_250,SS4_vnir_63,SS4_vnir_125_63,SS4_vnir_250_125,SS4_vnir_2_250,PS2_vnir_63,PS2_vnir_125_63,PS2_vnir_250_125,PS2_vnir_2_250,OAP_vnir_63,OAP_vnir_125_63,OAP_vnir_250_125,OAP_vnir_2_250,PS3_vnir_63,PS3_vnir_125_63,PS3_vnir_250_125,PS3_vnir_2_250,BT_vnir_63,BT_vnir_125_63,BT_vnir_250_125,BT_vnir_2_250,MSH_vnir_63,MHS_vnir_125_63,MSH_vnir_250_125,MSH_vnir_500_250,,,,
826,21.96384536,9.367185347,6.634887393,5.197352051,23.47650828,14.70973686,10.9261584,9.548583561,17.92940349,12.21910096,8.891040314,7.51518441,10.90361002,7.211842916,4.293293284,4.14172365,18.94590083,7.939660274,5.363886532,7.47716561,6.24711585,3.596315643,3.372247393,3.005709754,14.95463456,8.845235749,6.030428909,5.373391231,42.92989942,25.32456577,19.12092887,15.38740176,47.54433024,27.68082138,22.71441332,19.71072586,48.75334832,40.32025255,26.52023683,20.51923204,46.65210179,30.79229621,23.8180708,19.95046675,36.48318488,27.95018864,19.75733933,22.40975736,40.19345581,28.1195543,22.72654699,16.57983717,52.00254019,40.24573166,26.41629181,15.71784176,61.80562725,60.01904697,54.43988909,37.58411227,49.179442,41.6993441,24.63436276,20.81043988,65.36715974,64.82154951,45.10324011,53.62976507,87.16527953,83.48594943,76.42294607,68.53070819,58.89182997,46.27909286,39.21487615,0,0,0,0,0
827,21.96797918,9.365574199,6.634441348,5.195411705,23.48021924,14.70872129,10.9334299,9.545971141,17.91764313,12.20136559,8.873426263,7.50588801,10.9035997,7.209608279,4.293528115,4.138309894,18.94208338,7.936858731,5.359427311,7.473226456,6.247053071,3.595602278,3.372532965,3.006480874,14.95585701,8.841573664,6.028129652,5.37388738,42.94488749,25.33464722,19.12824414,15.39592848,47.53479646,27.66544851,22.70160015,19.70543345,48.73366761,40.30850348,26.50550831,20.51115253,46.63908115,30.76849838,23.81098067,19.94094044,36.48619159,27.94312229,19.751645,22.3890402,40.18887927,28.10440766,22.71990275,16.57487912,51.99436256,40.23377627,26.40580463,15.71091529,61.80789554,60.02273431,54.44873172,37.58576354,49.15523423,41.67492942,24.6153852,20.79297219,65.37093737,64.82731969,45.09913438,53.61753056,87.15174462,83.46523603,76.41296948,68.52040103,58.86754672,46.24795145,39.17353976,0,0,0,0,0
828,21.96887137,9.363713269,6.631446196,5.193815405,23.48639301,14.71053482,10.92876491,9.541091181,17.90546093,12.18153434,8.862827977,7.497301206,10.90146044,7.207570465,4.291554437,4.134604311,18.93837883,7.932959159,5.354203871,7.466153888,6.250599435,3.59700968,3.372304022,3.005412879,14.95374684,8.839164105,6.021747544,5.370485424,42.95275935,25.34168103,19.1272853,15.40234913,47.51816748,27.6479984,22.6830349,19.68550997,48.71733925,40.29492223,26.495851,20.50120567,46.63208694,30.75322429,23.8007989,19.93044117,36.50566888,27.93762802,19.73961327,22.39148385,40.18600774,28.09164545,22.70781117,16.56916005,51.98052654,40.21280658,26.38461057,15.70613662,61.81084282,60.02341146,54.45198538,37.58621791,49.1270074,41.6432573,24.58706644,20.77576725,65.37579503,64.83971732,45.09747473,53.61009762,87.14534379,83.45721809,76.39223762,68.50660621,58.84416184,46.21442971,39.13589814,0,0,0,0,0
829,21.96754459,9.360685741,6.627055632,5.190256411,23.49091383,14.71093486,10.92602525,9.535545025,17.89480992,12.15944563,8.849963135,7.489924004,10.89973062,7.206447674,4.28966536,4.132302117,18.93425685,7.928437513,5.352170647,7.462719176,6.248210705,3.59649848,3.371477134,3.00446479,14.95304771,8.838636217,6.016312302,5.364407763,42.96825589,25.35409057,19.13106204,15.40946179,47.50954064,27.63353153,22.67335312,19.67333819,48.70018167,40.28094479,26.48415283,20.4899887,46.61704024,30.72891506,23.78480687,19.92000204,36.52273434,27.94016736,19.73280451,22.38370767,40.17546287,28.07892209,22.69266956,16.55964956,51.97386301,40.1972065,26.36815307,15.69850045,61.8203926,60.02457055,54.45364881,37.5818011,49.09682604,41.61600403,24.5658585,20.75536218,65.38382052,64.84842141,45.08284976,53.59715183,87.14050242,83.44721948,76.39651691,68.49477855,58.82118673,46.17700973,39.09505701,0,0,0,0,0
830,21.96853764,9.358621715,6.622946797,5.187749108,23.49365012,14.70961318,10.92742731,9.531472515,17.88757982,12.14112514,8.83561909,7.481840298,10.89688258,7.204813767,4.287589881,4.130719436,18.93338278,7.924738866,5.351497174,7.462319991,6.245183346,3.595579833,3.370337744,3.004205564,14.95306073,8.838147628,6.013265919,5.360397626,42.98867158,25.367195,19.14062169,15.418615,47.49836816,27.61819992,22.66115454,19.66706312,48.68142012,40.27069642,26.46994063,20.47902697,46.5944667,30.70291411,23.76794582,19.90929699,36.5393847,27.94104355,19.72784916,22.37077733,40.16844237,28.06767269,22.68330453,16.55180421,51.96831614,40.18593985,26.35514504,15.68633651,61.82971218,60.03080971,54.45568871,37.58002946,49.06494864,41.59039053,24.54987065,20.73157727,65.38827424,64.85424718,45.07137706,53.57929773,87.13430061,83.43201651,76.40723459,68.48623795,58.7930402,46.1388243,39.05527918,0,0,0,0,0
831,21.97004254,9.357312889,6.61936427,5.18853856,23.49493498,14.70627062,10.92600199,9.528858231,17.88066862,12.12681938,8.822144019,7.471325599,10.89151085,7.20166765,4.283576194,4.128214375,18.93411481,7.921530974,5.348755436,7.459997133,6.245828334,3.595978768,3.369814037,3.003762981,14.95054067,8.835090837,6.009650048,5.35947702,42.99881093,25.37434771,19.14530978,15.42390871,47.47284696,27.59816604,22.63680368,19.65357355,48.65323266,40.25833364,26.4549013,20.46477263,46.56859263,30.68223975,23.75164611,19.89612409,36.55766771,27.93235578,19.71800419,22.36532509,40.16861624,28.05413679,22.67726249,16.54704519,51.95204149,40.17003229,26.33908796,15.67424758,61.82338352,60.03014804,54.45037282,37.57894914,49.03010645,41.55776938,24.52764603,20.70469335,65.38042068,64.85243325,45.06888579,53.55623319,87.11701591,83.40987656,76.38997011,68.47471024,58.75316695,46.09906817,39.01695629,0,0,0,0,0
832,21.9659841,9.354486589,6.615477864,5.189530379,23.49905214,14.70201725,10.91921537,9.527760906,17.87082315,12.10755552,8.806846688,7.461922395,10.88947652,7.200341903,4.278955133,4.124596343,18.93009265,7.917513476,5.345103,7.455448632,6.24111228,3.595163901,3.371414462,3.003219183,14.94923408,8.830415232,6.003606095,5.357039001,43.00004978,25.38716563,19.13957958,15.41918882,47.4614841,27.5865255,22.62610564,19.63795819,48.61492663,40.23605637,26.44441206,20.44384055,46.55090886,30.65873072,23.73433297,19.88406235,36.56917532,27.93297298,19.71281108,22.35896176,40.16282193,28.03351861,22.65928368,16.53945331,51.94122705,40.15847237,26.33182928,15.67540823,61.80946744,60.01178433,54.4392904,37.56603368,49.00669045,41.52999978,24.50197967,20.68003175,65.37924205,64.84262778,45.05182808,53.53549238,87.09760472,83.39572488,76.36997227,68.46925012,58.71925707,46.06335357,38.97741521,0,0,0,0,0
833,21.96313903,9.35317731,6.613513007,5.18283427,23.50225923,14.7034282,10.91698008,9.531721322,17.85875106,12.0875814,8.792660384,7.45565403,10.88663265,7.195677762,4.275041653,4.122191793,18.9226306,7.912585081,5.341551298,7.452720445,6.243173273,3.594854717,3.369474513,3.002675313,14.95207477,8.832820141,6.004136728,5.354196059,43.00928006,25.3920945,19.14355985,15.43166523,47.44931054,27.5784241,22.61267506,19.62911864,48.60322077,40.22126219,26.43523663,20.43767517,46.53534728,30.6416931,23.71873752,19.87685478,36.57087169,27.93126348,19.70023276,22.34531426,40.15176659,28.02463239,22.64747345,16.53206283,51.91776644,40.13608709,26.30656354,15.66564387,61.81163369,60.02649705,54.44459415,37.5674811,48.96769333,41.50040612,24.47448955,20.65637894,65.38443596,64.83878926,45.05075129,53.54105017,87.09447746,83.3964415,76.36959658,68.45003159,58.68777101,46.0348171,38.93847657,0,0,0,0,0
834,21.95786562,9.34812479,6.611042087,5.181802568,23.49706998,14.70767183,10.91393519,9.52536344,17.84657639,12.07458531,8.780091105,7.444326764,10.88601403,7.19162006,4.273960307,4.120495107,18.91830371,7.910387528,5.336886386,7.4442256,6.241997228,3.594241994,3.367635502,3.00132206,14.94874471,8.829155457,5.999811539,5.351656273,43.00809131,25.39712496,19.14784395,15.4328126,47.43531448,27.56182394,22.59823128,19.61258959,48.58139705,40.21243487,26.42069839,20.4313067,46.51755819,30.61959529,23.70657982,19.86559978,36.58926008,27.92186523,19.6895751,22.3415792,40.14253081,28.01503693,22.63232342,16.5204226,51.90401475,40.11208056,26.28149726,15.65689,61.81663249,60.01804462,54.44180513,37.56326334,48.94052788,41.47303464,24.45782081,20.63201531,65.39347434,64.85366531,45.04815671,53.53649196,87.07809704,83.38360191,76.36203789,68.4326316,58.64748,45.99170973,38.89670092,0,0,0,0,0
835,21.95552543,9.344589215,6.60695216,5.178747346,23.49552216,14.70746441,10.914532,9.518397806,17.83571553,12.05784451,8.768026259,7.435527455,10.88397892,7.191912155,4.272170641,4.115864312,18.9151903,7.906570992,5.333030291,7.441698773,6.239606996,3.593730356,3.36974187,3.000373323,14.94470604,8.827007871,5.996295204,5.349622031,43.01631095,25.4121716,19.1495992,15.43608459,47.41099743,27.54582887,22.57872736,19.59474344,48.55208421,40.1940965,26.40706897,20.41815912,46.49784473,30.59749494,23.69199263,19.85484931,36.60431173,27.919143,19.68498633,22.3313688,40.13349617,28.00028066,22.61787982,16.51262545,51.89289171,40.09353436,26.25632694,15.64661757,61.8044328,60.00149748,54.43942025,37.55631338,48.90860427,41.43341852,24.42870635,20.60694074,65.39219418,64.85346849,45.03615292,53.52566053,87.06090509,83.35831674,76.34881255,68.42180539,58.61588488,45.94384249,38.85087376,0,0,0,0,0
836,21.95792662,9.344700573,6.602818085,5.174861795,23.49940711,14.70573396,10.91299381,9.514986864,17.82299501,12.03730829,8.755123494,7.428448592,10.87950317,7.191484542,4.270007185,4.111761337,18.91007518,7.900858989,5.329465154,7.44180438,6.238569333,3.593111586,3.370717486,2.999790839,14.942698,8.826556722,5.992701424,5.348487034,43.03224648,25.4299255,19.15037818,15.44303413,47.39028044,27.53174198,22.56045476,19.5843401,48.5218799,40.17279259,26.39650003,20.40309034,46.48208688,30.57473677,23.67799017,19.84629566,36.61387991,27.92249994,19.67985422,22.32055649,40.12726149,27.98634466,22.60902127,16.50633695,51.88490768,40.07909971,26.24058133,15.63891902,61.7989493,59.99652505,54.43657138,37.55414759,48.87722479,41.39545423,24.39900035,20.58551827,65.38649597,64.84943142,45.02165175,53.5080406,87.05444011,83.3408229,76.3418843,68.4215987,58.58900716,45.90495497,38.80949044,0,0,0,0,0
837,21.95941722,9.344508212,6.598784179,5.173505082,23.50015556,14.70491358,10.90588958,9.513092875,17.80632494,12.01828525,8.740801071,7.419546604,10.87462147,7.185794761,4.267640797,4.110288366,18.90242882,7.895449166,5.324583655,7.436546738,6.237834905,3.592189042,3.367139648,2.99880341,14.94139759,8.823777916,5.987285309,5.346946927,43.0412025,25.43837322,19.15095459,15.44634204,47.37876647,27.51512174,22.54794567,19.57889249,48.49389431,40.15735239,26.38360091,20.39064889,46.468045,30.55005043,23.66580567,19.83581713,36.62091974,27.92140471,19.6691551,22.31277715,40.1223402,27.9737206,22.60218419,16.49640389,51.87732576,40.06172663,26.23201639,15.63597449,61.81451126,59.99893742,54.43098875,37.55693903,48.84968284,41.37215363,24.38122798,20.5668229,65.38443823,64.85095783,45.00765254,53.48434439,87.05141266,83.33243095,76.33839366,68.41967049,58.5553427,45.87476057,38.77335933,0,0,0,0,0
838,21.95513215,9.339409623,6.592905447,5.17309901,23.49375339,14.70328026,10.90636829,9.510749868,17.79560228,12.00505092,8.728940421,7.412464398,10.87570313,7.182121576,4.262961489,4.106498394,18.90136928,7.894301909,5.318429542,7.430175292,6.233323704,3.59288248,3.368409554,2.999010916,14.94070743,8.819417787,5.985472399,5.343022384,43.04485944,25.44346976,19.15336999,15.44592333,47.36216807,27.49965391,22.53787116,19.56446513,48.47876401,40.14907773,26.36575189,20.38088672,46.44980403,30.53540227,23.65143094,19.82223453,36.6283545,27.91499965,19.66567024,22.29376444,40.11780535,27.95497567,22.58938456,16.48853834,51.8697423,40.04493768,26.20888398,15.6335576,61.82579464,59.99044004,54.44348936,37.56075713,48.81689027,41.35696068,24.36017029,20.54392815,65.39519754,64.8394803,44.99194448,53.47748662,87.04782763,83.31680018,76.32818276,68.40220365,58.53065758,45.84419269,38.73443276,0,0,0,0,0
839,21.95186476,9.335876126,6.592108115,5.172247644,23.49682842,14.70114301,10.90553653,9.507437539,17.79076668,11.98227418,8.717242878,7.407404387,10.87395709,7.179566782,4.261200873,4.106441345,18.9036385,7.889497017,5.31648069,7.430076809,6.234713809,3.593983862,3.368676661,2.996302362,14.94041804,8.814207972,5.983596484,5.340064058,43.04906016,25.44969326,19.15151691,15.45216701,47.34841953,27.4776605,22.51675222,19.55121958,48.46493513,40.13251614,26.35001112,20.37005841,46.41308088,30.50665568,23.63468485,19.80587947,36.65027494,27.91066328,19.66711209,22.29033164,40.11500575,27.93849773,22.57758314,16.4828513,51.85891584,40.02300024,26.19191145,15.62109681,61.82101642,59.99669613,54.44013068,37.54725266,48.78670135,41.32210982,24.34127495,20.52157903,65.40123489,64.84069972,44.97965744,53.45620826,87.04327694,83.30637585,76.31709547,68.39460198,58.49221894,45.79829385,38.6977769,0,0,0,0,0
840,21.9446484,9.331531871,6.587767537,5.165423591,23.49686689,14.70457253,10.90075654,9.505541497,17.78015976,11.96647692,8.706757347,7.398597727,10.87342519,7.178327254,4.259844704,4.106080527,18.89973303,7.886917933,5.313519043,7.423904537,6.232561153,3.592959648,3.368133949,2.995921389,14.93860991,8.81193245,5.979493053,5.33599149,43.06216903,25.46269989,19.1526999,15.45588111,47.33456591,27.46244401,22.49805772,19.5414125,48.44077719,40.11139499,26.33517747,20.3548746,46.39588571,30.4866078,23.62066781,19.80278123,36.66055838,27.90399723,19.65600174,22.27586393,40.10046244,27.91806782,22.56253947,16.47797255,51.83452162,40.00520761,26.17382125,15.61015142,61.81815938,59.99293101,54.43818746,37.54153905,48.75124113,41.29048987,24.31316336,20.50286882,65.40484294,64.83908389,44.97607244,53.4502096,87.02667767,83.28643239,76.30468843,68.37565997,58.46014815,45.75450992,38.65453255,0,0,0,0,0
841,21.93854369,9.327996406,6.578363977,5.160319004,23.49791734,14.70030843,10.90083475,9.502430009,17.77046134,11.95553543,8.697585465,7.394142257,10.87228554,7.177897233,4.25504606,4.102986123,18.89451026,7.882009661,5.310151699,7.416313447,6.229193054,3.592238862,3.365566291,2.995843992,14.93558625,8.809251318,5.975388618,5.331512983,43.06819331,25.47611386,19.15489519,15.46435393,47.3151403,27.44691999,22.4808773,19.52937569,48.41327222,40.09279945,26.31993516,20.33594129,46.37038442,30.46412527,23.59875069,19.79441758,36.67215952,27.8914574,19.64590098,22.26240503,40.08733258,27.89854409,22.54475868,16.46630946,51.81842269,39.9872079,26.15765015,15.6027467,61.80001361,59.97559807,54.42632149,37.53147027,48.72154287,41.26584771,24.29344796,20.47929473,65.41401871,64.8468817,44.96681652,53.44238637,87.00592243,83.27306356,76.29966771,68.36744384,58.43343493,45.72296543,38.62302171,0,0,0,0,0
842,21.93223475,9.324966246,6.572198222,5.158858188,23.4975501,14.6929044,10.90050778,9.497191434,17.75954549,11.94064261,8.686285185,7.388369439,10.86861423,7.176251997,4.249537545,4.097967229,18.89131101,7.877302674,5.307796018,7.412264291,6.226026607,3.591821601,3.362593014,2.994247785,14.93033418,8.805658199,5.972498169,5.327438398,43.07229438,25.48477159,19.16124184,15.46877836,47.29783584,27.43625206,22.46136399,19.51338717,48.38717787,40.08007159,26.30610653,20.32125593,46.34356047,30.43677731,23.57449962,19.78028052,36.68811626,27.88326806,19.63660766,22.25775149,40.07480662,27.88174931,22.52666983,16.45383353,51.81234299,39.97315225,26.14319628,15.59655507,61.78115402,59.97061268,54.42923436,37.52939732,48.68393979,41.24069318,24.27301907,20.4493364,65.4168166,64.85133883,44.95401403,53.42382805,86.99832352,83.26687902,76.30507321,68.36712216,58.39426115,45.689287,38.58897204,0,0,0,0,0
843,21.92460765,9.322036518,6.573119232,5.156991916,23.49535967,14.69309301,10.89623138,9.49347045,17.74498155,11.91906314,8.672349506,7.375608254,10.86362552,7.171467198,4.247065562,4.092947165,18.89003466,7.874113422,5.30594603,7.41094815,6.224074479,3.590999142,3.36265684,2.991739832,14.92346052,8.804291865,5.969303201,5.324780472,43.07933215,25.49120303,19.17012105,15.46692533,47.2831595,27.4294292,22.44376996,19.49516707,48.36107694,40.06764401,26.29328701,20.31233886,46.32513443,30.4092203,23.56026762,19.76563372,36.70022793,27.88236717,19.6233628,22.2531978,40.06298603,27.86758314,22.51100689,16.44550627,51.80423583,39.95646004,26.12529593,15.58580509,61.7763644,59.98172554,54.44642461,37.5312724,48.63316375,41.2037862,24.2402315,20.41481443,65.41080427,64.84992266,44.94627096,53.4027332,87.00145498,83.25623618,76.31351633,68.36143236,58.34424289,45.64061383,38.54195289,0,0,0,0,0
844,21.92092809,9.319409796,6.571305995,5.152492085,23.49529504,14.69733227,10.89721998,9.493799343,17.73243954,11.90051687,8.659929697,7.364160677,10.86086351,7.164858338,4.244998049,4.088432288,18.88804879,7.868189002,5.301867568,7.407808699,6.224349788,3.59088534,3.365860036,2.99014272,14.92043342,8.805963221,5.964385812,5.323134586,43.08140837,25.50371171,19.17231793,15.4758064,47.25703544,27.40974287,22.43680518,19.47937315,48.33132366,40.04812399,26.27783116,20.29876097,46.30001963,30.38712538,23.55494397,19.74926174,36.70535386,27.87387022,19.61163375,22.23476851,40.06118802,27.85361591,22.4985808,16.43403747,51.7878217,39.92214222,26.1003022,15.56806475,61.77015483,59.96974985,54.42715989,37.5043861,48.5967563,41.15876868,24.21027193,20.38160108,65.41542297,64.86450593,44.94156354,53.3915574,86.98382492,83.23647508,76.31112388,68.34925873,58.31436569,45.59506862,38.50535375,0,0,0,0,0
845,21.92271658,9.31668105,6.56939096,5.152751459,23.48327863,14.69134265,10.89324575,9.4856204,17.71867908,11.88368815,8.644468541,7.356154073,10.86032891,7.160577403,4.239486399,4.08391635,18.8840365,7.867833687,5.297889402,7.412163342,6.223207088,3.591480427,3.361568962,2.98955803,14.92722979,8.800545003,5.962100588,5.315917702,43.10718441,25.51743804,19.17856626,15.47891602,47.238501,27.38579787,22.42112818,19.47410883,48.30196814,40.04075289,26.26824584,20.28983876,46.29221783,30.37353282,23.53837636,19.74544487,36.72688802,27.86891581,19.6086121,22.22575407,40.05402091,27.83184638,22.48463236,16.42124919,51.77008637,39.90776886,26.07742946,15.55558694,61.76404407,59.9645564,54.41346054,37.49248308,48.57462085,41.13814969,24.19438366,20.37005457,65.40181063,64.85549237,44.92753629,53.36954094,86.95221244,83.22379796,76.2955628,68.32826962,58.27880907,45.57574482,38.47451901,0,0,0,0,0
846,21.91094981,9.315063171,6.561140498,5.148677676,23.48425817,14.68647342,10.88158522,9.478744772,17.70739158,11.8715753,8.634103145,7.34946593,10.85130007,7.156714639,4.237287179,4.081809916,18.88446081,7.861983813,5.295342872,7.40922592,6.221521435,3.590258673,3.362360405,2.988607245,14.92348762,8.79707573,5.958982629,5.316714665,43.10001919,25.5258215,19.18153887,15.47945811,47.21221555,27.36166866,22.40452681,19.45542194,48.27685497,40.02349387,26.25377921,20.27696987,46.25544797,30.34136255,23.52527985,19.73021661,36.73780857,27.85565082,19.60472063,22.22311979,40.0402064,27.82131414,22.46935121,16.40513023,51.75346837,39.88543815,26.06568717,15.54691599,61.76296289,59.95355193,54.40620422,37.49058186,48.52855595,41.11254372,24.16724395,20.33328607,65.37297274,64.83928564,44.91338039,53.34480601,86.94967176,83.20130233,76.28595728,68.31407586,58.24846773,45.54400023,38.42628152,0,0,0,0,0
847,21.90780076,9.311164777,6.555343617,5.147704163,23.48297534,14.68879925,10.87742576,9.472926324,17.6915676,11.85680734,8.620158346,7.342475099,10.851394,7.154175341,4.238111998,4.079693052,18.88619232,7.857539259,5.29133464,7.407909013,6.221590145,3.591977431,3.361540664,2.986257928,14.92126184,8.793264473,5.957727385,5.315036707,43.09390396,25.53279902,19.18125267,15.48028624,47.18635966,27.34317105,22.38457697,19.43711345,48.25143334,40.00250609,26.24568428,20.26060836,46.22916078,30.31707148,23.50292965,19.71525822,36.74519375,27.85043581,19.58428911,22.21248375,40.02215651,27.81113494,22.45841802,16.40051395,51.73219337,39.85816658,26.04229218,15.53457815,61.75573696,59.94252879,54.40789344,37.48299656,48.4863269,41.07396109,24.13873255,20.30092213,65.3664532,64.83639799,44.89293139,53.32164996,86.94009532,83.17805049,76.27507655,68.29700113,58.19981908,45.49621992,38.37871188,0,0,0,0,0
848,21.90727597,9.305089358,6.553878527,5.146060849,23.47939644,14.68403069,10.87508261,9.468581784,17.67602311,11.8381077,8.604118116,7.333354497,10.8496572,7.151020937,4.237128051,4.078193964,18.88307128,7.853106441,5.285748616,7.403958103,6.221727558,3.59217373,3.359799737,2.984901678,14.91913968,8.791111312,5.954507596,5.312896056,43.10020956,25.54169031,19.17916072,15.48467761,47.16675444,27.32886308,22.36685783,19.42956548,48.21223482,39.98007716,26.2271632,20.24024075,46.20403325,30.29087177,23.48324571,19.70185026,36.75003815,27.84820984,19.5675312,22.19485651,40.00864276,27.78773588,22.44394441,16.39624411,51.72377659,39.83735051,26.02436776,15.52590525,61.73935906,59.92959718,54.4048903,37.46914145,48.45666309,41.03629496,24.10966279,20.28035412,65.36739172,64.83659847,44.874619,53.30379819,86.92387818,83.16193165,76.26141676,68.28493128,58.15954349,45.44745026,38.3340103,0,0,0,0,0
849,21.89926413,9.298759161,6.552842013,5.141440397,23.47233925,14.67541627,10.87173299,9.464079439,17.66303329,11.81695573,8.588753137,7.32494444,10.84407831,7.147063063,4.232989259,4.074759924,18.8746729,7.847344364,5.279713791,7.39757596,6.21926378,3.589840701,3.359081146,2.98447674,14.91397587,8.788413841,5.949504036,5.310610044,43.10665479,25.54988434,19.17644319,15.49117866,47.13967944,27.30924868,22.34984292,19.42189114,48.16695452,39.95402138,26.20103553,20.22144564,46.17591894,30.26039799,23.46717299,19.68709241,36.75276438,27.8431967,19.56198791,22.18290186,39.99413586,27.75840929,22.42267704,16.38180113,51.70898201,39.81635578,26.00654109,15.51832684,61.71987448,59.91178524,54.38631961,37.45699635,48.4210129,41.00145501,24.07810841,20.26024323,65.35469202,64.82408686,44.85842168,53.28398182,86.90194146,83.14293111,76.24121469,68.2717035,58.12770389,45.40047364,38.2885614,0,0,0,0,0
850,21.88587297,9.295215122,6.547932261,5.137567867,23.46369408,14.67915608,10.87303622,9.457910512,17.652855,11.79855621,8.576762005,7.320887319,10.84487351,7.144211878,4.22957361,4.067486048,18.86851171,7.842910571,5.276152733,7.394130636,6.214842322,3.589429047,3.359669928,2.983221567,14.90901651,8.783524951,5.947904369,5.306240236,43.09928518,25.55300275,19.17576895,15.49567217,47.09899837,27.28024833,22.32887854,19.39924717,48.14000573,39.93280337,26.18950034,20.21059672,46.15706702,30.23865023,23.44920751,19.67246602,36.76024327,27.83853867,19.55748516,22.18320235,39.97626309,27.74392006,22.40414795,16.36466411,51.66510628,39.7878363,25.972303,15.50519481,61.71220508,59.89793874,54.36649809,37.45701717,48.36915702,40.96712462,24.05085627,20.2315668,65.33972469,64.8060514,44.84344864,53.26014918,86.88156682,83.12073018,76.22815925,68.25638906,58.0859011,45.356861,38.24597837,0,0,0,0,0
851,21.87522582,9.291214177,6.541424873,5.137303009,23.46129595,14.66983163,10.87232023,9.448949944,17.6421935,11.78692429,8.567169518,7.310146136,10.83909137,7.138835163,4.22857479,4.063747498,18.86183442,7.839579098,5.274878586,7.385113681,6.211466366,3.588108815,3.359255186,2.981783465,14.90577679,8.7845754,5.946040732,5.302636839,43.08283526,25.54681201,19.17061966,15.49234718,47.07668058,27.2527289,22.30416175,19.38285886,48.10049412,39.92578983,26.16843479,20.18754428,46.11993262,30.20807111,23.43809653,19.66064401,36.76448949,27.82633193,19.55042145,22.15372012,39.97320174,27.71884468,22.38844959,16.36338901,51.64311587,39.76937106,25.95052238,15.49629817,61.69231272,59.88215042,54.36109462,37.44679546,48.33623666,40.93754777,24.03581075,20.21064239,65.34232041,64.79444948,44.82937645,53.23516313,86.8547641,83.10841298,76.22882369,68.25268209,58.0433181,45.32558056,38.20346113,0,0,0,0,0
852,21.86751606,9.287111692,6.535828914,5.134201444,23.45940421,14.66962458,10.86349937,9.445864872,17.62595934,11.77032752,8.552612294,7.300214839,10.83553773,7.136598766,4.22321957,4.062946736,18.85728426,7.833005505,5.269957194,7.380249946,6.204746979,3.586585885,3.356712902,2.98095314,14.9018277,8.781472175,5.944582227,5.299742411,43.07418529,25.55713448,19.17337227,15.49246653,47.05405761,27.24141758,22.28927068,19.37204169,48.06837595,39.89344831,26.14453138,20.17897793,46.10153852,30.18144138,23.41158576,19.64426237,36.76711494,27.81898739,19.5409259,22.13801446,39.95565281,27.69944128,22.37163592,16.35704831,51.6259871,39.73986195,25.93086804,15.48415909,61.67312837,59.87162929,54.34343225,37.43880198,48.28366025,40.88790984,24.00181935,20.18130806,65.32901048,64.78659533,44.81641786,53.20247608,86.83991442,83.07775785,76.21256927,68.25110236,58.00843227,45.27423893,38.15233015,0,0,0,0,0
853,21.861944,9.283363212,6.531371262,5.131972618,23.44866532,14.66668659,10.85843385,9.440900669,17.60741956,11.74935629,8.542886509,7.29281919,10.82945911,7.132546356,4.220686814,4.059299567,18.84877419,7.829560957,5.263675958,7.379642084,6.201707671,3.58435706,3.35630766,2.97679942,14.89959888,8.777419765,5.936274785,5.296095242,43.06334509,25.56675895,19.16253208,15.49560716,47.02447501,27.21365857,22.26505753,19.35188095,48.02825708,39.87014695,26.12467457,20.16084339,46.08360661,30.15469547,23.39395778,19.62734356,36.76356909,27.80672884,19.53059226,22.13122667,39.93903793,27.67705171,22.35228566,16.34590417,51.60076084,39.71362259,25.9127335,15.46916517,61.66593535,59.85197511,54.34302701,37.43262206,48.25377373,40.85802331,23.97841667,20.1569936,65.31908207,64.77717348,44.79362305,53.18018782,86.82248905,83.07066613,76.20628803,68.24259229,57.97175796,45.23969213,38.12669865,0,0,0,0,0
